#time	operator	index	value
43.15	Z	5	-0.0217905406419072
43.15	X	7	-0.0575981893499409
43.15	Y	7	0.000671425040377598
43.15	Z	7	0.0259017762667432
43.15	X	9	-0.138445888413002
43.15	Y	9	-0.192036028563489
43.15	Z	9	0.0246822714664503
43.15	X	11	-0.0467318682974931
43.15	Y	11	0.0160614772101458
43.15	Z	11	-0.0689832097674183
43.15	X	13	-0.0541815724659109
43.15	Y	13	0.00415873524158136
43.15	Z	13	0.0104459959805935
43.15	X	15	-0.0438988231145706
43.15	Y	15	-0.00906286105283593
43.15	Z	15	0.0101158501364405
43.15	X	17	-0.042950472310802
43.15	Y	17	-0.0108566566405228
43.15	Z	17	0.0127015758469504
43.15	X	19	-0.01112106983436
43.15	Y	19	0.0096409118227479
43.15	Z	19	0.00530293285445753
43.15	X	21	-0.0529457302223851
43.15	Y	21	0.0341975383284908
43.15	Z	21	0.00562864429288255
43.15	X	23	-0.0363651588098173
43.15	Y	23	-0.011021727585496
43.15	Z	23	-0.00101210432358859

43.2	X	1	-0.0969670393559345
43.2	Y	1	-0.0245808371718523
43.2	Z	1	0.0170654293492032
43.2	X	3	-0.0526910017288278
43.2	Y	3	0.028126294812115
43.2	Z	3	0.0047196590994889
43.2	X	5	0.0369158306250125
43.2	Y	5	0.122410177573222
43.2	Z	5	-0.0215679341814978
43.2	X	7	-0.0544876226226974
43.2	Y	7	0.00203736106646651
43.2	Z	7	0.0260969018659818
43.2	X	9	-0.145531057658554
43.2	Y	9	-0.179812467568375
43.2	Z	9	0.0251686700756708
43.2	X	11	-0.0442391910780572
43.2	Y	11	0.0158352411249923
43.2	Z	11	-0.0686738405388326
43.2	X	13	-0.0513981963136964
43.2	Y	13	0.00408590512752234
43.2	Z	13	0.0106703445144198
43.2	X	15	-0.0416775113846592
43.2	Y	15	-0.00649638842830313
43.2	Z	15	0.0107445341963539
43.2	X	17	-0.0407289599171757
43.2	Y	17	-0.0095774080305086
43.2	Z	17	0.0129870800392946
43.2	X	19	-0.010385698560687
43.2	Y	19	0.00938718676364587
43.2	Z	19	0.00560873651500311
43.2	X	21	-0.0500217436326003
43.2	Y	21	0.0335167413809625
43.2	Z	21	0.00600530613620019
43.2	X	23	-0.0349545924394875
