#time	quantity	value
6.35 	max_bond_dim	6
6.35 	duration_ms	946

6.4 	tr_rho	1
6.4 	S_2	2.38517895694944
6.4 	OSEE_center	0.468357154927137
6.4 	max_bond_dim	7
6.4 	duration_ms	953

6.45 	tr_rho	0.999999999996372
6.45 	S_2	2.38661294626835
6.45 	OSEE_center	0.455573505762285
6.45 	max_bond_dim	8
6.45 	duration_ms	960

6.5 	tr_rho	1
6.5 	S_2	2.38804264013515
6.5 	OSEE_center	0.442834019382357
6.5 	max_bond_dim	6
6.5 	duration_ms	969

6.55 	tr_rho	1
6.55 	S_2	2.38946812921973
6.55 	OSEE_center	0.430143607108498
6.55 	max_bond_dim	7
6.55 	duration_ms	976

6.6 	tr_rho	0.999999999996119
6.6 	S_2	2.39088950640943
6.6 	OSEE_center	0.417507258395724
6.6 	max_bond_dim	9
6.6 	duration_ms	983

6.65 	tr_rho	1
6.65 	S_2	2.39230686676736
6.65 	OSEE_center	0.404930043407647
6.65 	max_bond_dim	6
6.65 	duration_ms	991

6.7 	tr_rho	1
6.7 	S_2	2.39372030749117
6.7 	OSEE_center	0.392417115806496
6.7 	max_bond_dim	7
6.7 	duration_ms	999

6.75 	tr_rho	0.999999999994769
6.75 	S_2	2.39512992779817
6.75 	OSEE_center	0.379973715778754
6.75 	max_bond_dim	10
6.75 	duration_ms	1006

6.8 	tr_rho	1
6.8 	S_2	2.39653582887623
6.8 	OSEE_center	0.367605173318996
6.8 	max_bond_dim	7
6.8 	duration_ms	1015

6.85 	tr_rho	1
6.85 	S_2	2.39793811384551
6.85 	OSEE_center	0.355316911797074
6.85 	max_bond_dim	7
6.85 	duration_ms	1022

6.9 	tr_rho	0.99999999999172
6.9 	S_2	2.39933688762113
6.9 	OSEE_center	0.343114451836771
6.9 	max_bond_dim	10
6.9 	duration_ms	1029

6.95 	tr_rho	1
6.95 	S_2	2.40073225686189
6.95 	OSEE_center	0.331003415537517
6.95 	max_bond_dim	7
6.95 	duration_ms	1038

7 	tr_rho	1
7 	S_2	2.40212432994759
7 	OSEE_center	0.318989531074704
7 	max_bond_dim	7
7 	duration_ms	1045

7.05 	tr_rho	0.999999999994177
7.05 	S_2	2.40351321679907
7.05 	OSEE_center	0.307078637718562
7.05 	max_bond_dim	11
7.05 	duration_ms	1053

7.1 	tr_rho	1
7.1 	S_2	2.40489902885049
7.1 	OSEE_center	0.295276691317022
7.1 	max_bond_dim	6
7.1 	duration_ms	1061

7.15 	tr_rho	1
7.15 	S_2	2.4062818789955
7.15 	OSEE_center	0.283589770294043
7.15 	max_bond_dim	7
7.15 	duration_ms	1068

7.2 	tr_rho	0.999999999979841
7.2 	S_2	2.40766188143143
7.2 	OSEE_center	0.272024082222111
7.2 	max_bond_dim	9
7.2 	duration_ms	1076

7.25 	tr_rho	1
7.25 	S_2	2.40903915157844
7.25 	OSEE_center	0.260585971035978
7.25 	max_bond_dim	7
7.25 	duration_ms	1084

7.3 	tr_rho	1
7.3 	S_2	2.41041380614055
7.3 	OSEE_center	0.249281924964644
7.3 	max_bond_dim	7
7.3 	duration_ms	1092

7.35 	tr_rho	0.999999999974209
7.35 	S_2	2.41178596277369
7.35 	OSEE_center	0.238118585270528
7.35 	max_bond_dim	9
7.35 	duration_ms	1099

7.4 	tr_rho	1
7.4 	S_2	2.41315574010392
7.4 	OSEE_center	0.227102755898235
7.4 	max_bond_dim	6
7.4 	duration_ms	1107

7.45 	tr_rho	1
7.45 	S_2	2.41452325780218
7.45 	OSEE_center	0.216241414152179
7.45 	max_bond_dim	7
7.45 	duration_ms	1114

7.5 	tr_rho	0.999999999966952
7.5 	S_2	2.41588863617957
7.5 	OSEE_center	0.205541722541712
7.5 	max_bond_dim	9
7.5 	duration_ms	1122

7.55 	tr_rho	1
7.55 	S_2	2.41725199623482
7.55 	OSEE_center	0.195011041956429
7.55 	max_bond_dim	7
7.55 	duration_ms	1130

7.6 	tr_rho	1
7.6 	S_2	2.41861345977153
7.6 	OSEE_center	0.184656946361926
7.6 	max_bond_dim	7
7.6 	duration_ms	1137

7.65 	tr_rho	0.99999999997281
7.65 	S_2	2.41997314890583
7.65 	OSEE_center	0.17448723924082
7.65 	max_bond_dim	9
7.65 	duration_ms	1144

